\sn{}2005ls           \ & \ 43.56630     \ & \ 42.72480     \ & \ MCG +07-7-1                       \ & \ Spiral            \ & \ 0.021118    \ & \ 0.000117    \ & \ 1    \ & \ IAUC 8643    \ & \ Armstrong             \ & \ CBET 324     \ & \ Ia
\sn{}2005na           \ & \ 105.40287    \ & \ 14.13304     \ & \ UGC 3634                          \ & \ SB(r)a            \ & \ 0.026322    \ & \ 0.000083    \ & \ 1    \ & \ CBET 350     \ & \ POSS                  \ & \ CBET 351     \ & \ Ia
\sn{}2006D            \ & \ 193.14111    \ & \ -9.77519     \ & \ MCG -01-33-34                     \ & \ SAB(s)ab pec?     \ & \ 0.008526    \ & \ 0.000017    \ & \ 1    \ & \ CBET 362     \ & \ BRASS                 \ & \ CBET 366     \ & \ Ia
\sn{}2006E            \ & \ 208.36880    \ & \ 5.20619      \ & \ NGC 5338                          \ & \ SB0               \ & \ 0.002686    \ & \ 0.000005    \ & \ 2    \ & \ CBET 363     \ & \ POSS, LOSS, CROSS     \ & \ ATEL 690     \ & \ Ia
\sn{}2006N            \ & \ 92.13021     \ & \ 64.72362     \ & \ MCG +11-8-12                      \ & \  \nodata          \ & \ 0.014277    \ & \ 0.000083    \ & \ 1    \ & \ CBET 375     \ & \ Armstrong             \ & \ IAUC 8661    \ & \ Ia
\sn{}2006X            \ & \ 185.72471    \ & \ 15.80888     \ & \ NGC 4321                          \ & \ SAB(s)bc          \ & \ 0.00524     \ & \ 0.000003    \ & \ 1    \ & \ IAUC 8667    \ & \ Suzuki, CROSS         \ & \ CBET 393     \ & \ Ia
\sn{}2006ac           \ & \ 190.43708    \ & \ 35.06872     \ & \ NGC 4619                          \ & \ SB(r)b pec?       \ & \ 0.023106    \ & \ 0.000037    \ & \ 1    \ & \ IAUC 8669    \ & \ LOSS                  \ & \ CBET 398     \ & \ Ia
\sn{}2006ax           \ & \ 171.01434    \ & \ -12.29156    \ & \ NGC 3663                          \ & \ SA(rs)bc pec      \ & \ 0.016725    \ & \ 0.000019    \ & \ 2    \ & \ CBET 435     \ & \ LOSS                  \ & \ CBET 437     \ & \ Ia
\sn{}2006cp           \ & \ 184.81198    \ & \ 22.42723     \ & \ UGC 7357                          \ & \ SAB(s)c           \ & \ 0.022289    \ & \ 0.000002    \ & \ 1    \ & \ CBET 524     \ & \ LOSS                  \ & \ CBET 528     \ & \ Ia
\sn{}2006cz           \ & \ 222.15254    \ & \ -4.74193     \ & \ MCG -01-38-2                      \ & \ SA(s)cd?          \ & \ 0.0418      \ & \ 0.000213    \ & \ 1    \ & \ IAUC 8721    \ & \ LOSS                  \ & \ CBET 550     \ & \ Ia
\sn{}2006gr           \ & \ 338.09445    \ & \ 30.82871     \ & \ UGC 12071                         \ & \ SBb               \ & \ 0.034597    \ & \ 0.00003     \ & \ 1    \ & \ CBET 638     \ & \ LOSS                  \ & \ CBET 642     \ & \ Ia
\sn{}2006le           \ & \ 75.17457     \ & \ 62.25525     \ & \ UGC 3218                          \ & \ SAb               \ & \ 0.017432    \ & \ 0.000023    \ & \ 1    \ & \ CBET 700     \ & \ LOSS                  \ & \ CBET 702     \ & \ Ia
\sn{}2006lf           \ & \ 69.62286     \ & \ 44.03379     \ & \ UGC 3108                          \ & \ S?                \ & \ 0.013189    \ & \ 0.000017    \ & \ 2    \ & \ CBET 704     \ & \ LOSS                  \ & \ CBET 705     \ & \ Ia
\sn{}2006mq           \ & \ 121.55157    \ & \ -27.56262    \ & \ ESO 494-G26                       \ & \ SAB(s)b pec       \ & \ 0.003229    \ & \ 0.000003    \ & \ 1    \ & \ CBET 721     \ & \ LOSS                  \ & \ CBET 724     \ & \ Ia
\sn{}2007S            \ & \ 150.13010    \ & \ 4.40702      \ & \ UGC 5378                          \ & \ Sb                \ & \ 0.01388     \ & \ 0.000033    \ & \ 1    \ & \ CBET 825     \ & \ POSS                  \ & \ CBET 829     \ & \ Ia
\sn{}2007ca           \ & \ 202.77451    \ & \ -15.10175    \ & \ MCG -02-34-61                     \ & \ Sc pec sp         \ & \ 0.014066    \ & \ 0.00001     \ & \ 1    \ & \ CBET 945     \ & \ LOSS                  \ & \ CBET 947     \ & \ Ia     
\sn{}2007co           \ & \ 275.76493    \ & \ 29.89715     \ & \ MCG +05-43-16                     \ & \  \nodata          \ & \ 0.026962    \ & \ 0.00011     \ & \ 1    \ & \ CBET 977     \ & \ Nicolas               \ & \ CBET 978     \ & \ Ia
\sn{}2007cq           \ & \ 333.66839    \ & \ 5.08017      \ & \ 3                                             \ & \  \nodata          \ & \ 0.026218    \ & \ 0.000167    \ & \ 3    \ & \ CBET 983     \ & \ POSS                  \ & \ CBET 984     \ & \ Ia
\sn{}2007fb           \ & \ 359.21827    \ & \ 5.50886      \ & \ UGC 12859                         \ & \ Sbc               \ & \ 0.018026    \ & \ 0.000007    \ & \ 2    \ & \ CBET 992     \ & \ LOSS                  \ & \ CBET 993     \ & \ Ia
\sn{}2007if           \ & \ 17.71421     \ & \ 15.46103     \ & \ 4                                              \ & \  \nodata          \ & \ 0.0745      \ & \ 0.00015     \ & \ 5    \ & \ CBET 1059    \ & \ ROTSE-III             \ & \ CBET 1059    \ & \ Iap
\sn{}2007le           \ & \ 354.70186    \ & \ -6.52269     \ & \ NGC 7721                          \ & \ SA(s)c            \ & \ 0.006728    \ & \ 0.000002    \ & \ 1    \ & \ CBET 1100    \ & \ Monard                \ & \ CBET 1101    \ & \ Ia
\sn{}2007nq           \ & \ 14.38999     \ & \ -1.38874     \ & \ UGC 595                           \ & \ E                 \ & \ 0.045031    \ & \ 0.000053    \ & \ 1    \ & \ CBET 1106    \ & \ ROTSE-III             \ & \ CBET 1106    \ & \ Ia
\sn{}2007qe           \ & \ 358.55408    \ & \ 27.40916     \ & \ 5                                         \ & \  \nodata          \ & \ 0.024       \ & \ 0.001       \ & \ 6    \ & \ CBET 1138    \ & \ ROTSE-III             \ & \ CBET 1138    \ & \ Ia
\sn{}2007rx           \ & \ 355.04908    \ & \ 27.42097     \ & \ 6                                           \ & \  \nodata          \ & \ 0.0301      \ & \ 0.001       \ & \ 7    \ & \ CBET 1157    \ & \ ROTSE-III             \ & \ CBET 1157    \ & \ Ia
\sn{}2007sr           \ & \ 180.46995    \ & \ -18.97269    \ & \ NGC 4038                          \ & \ SB(s)m pec        \ & \ 0.005417    \ & \ 0.000017    \ & \ 2    \ & \ CBET 1172    \ & \ CSS                   \ & \ CBET 1173    \ & \ Ia
\sn{}2008C            \ & \ 104.29794    \ & \ 20.43723     \ & \ UGC 3611                          \ & \ S0/a              \ & \ 0.016621    \ & \ 0.000013    \ & \ 1    \ & \ CBET 1195    \ & \ POSS                  \ & \ CBET 1197    \ & \ Ia
\sn{}2008Z            \ & \ 145.81364    \ & \ 36.28439     \ & \ 7                                              \ & \  \nodata          \ & \ 0.02099     \ & \ 0.000226    \ & \ 1    \ & \ CBET 1243    \ & \ POSS                  \ & \ CBET 1246    \ & \ Ia
\sn{}2008af           \ & \ 224.86846    \ & \ 16.65325     \ & \ UGC 9640                          \ & \ E                 \ & \ 0.033507    \ & \ 0.000153    \ & \ 1    \ & \ CBET 1248    \ & \ Boles                 \ & \ CBET 1253    \ & \ Ia
SNF20080514-002    \ & \ 202.30350    \ & \ 11.27236     \ & \ UGC 8472                          \ & \ S0                \ & \ 0.022095    \ & \ 0.00009     \ & \ 1    \ & \ ATEL 1532    \ & \ SNF                   \ & \ ATEL 1532    \ & \ Ia
SNF20080522-000    \ & \ 204.19796    \ & \ 5.14200      \ & \ SDSS?                             \ & \  \nodata          \ & \ 0.04526     \ & \ 0.0002      \ & \ 9    \ & \ SNF          \ & \ SNF                   \ & \ B09          \ & \ Ia
SNF20080522-011    \ & \ 229.99519    \ & \ 4.90454      \ & \ SDSS?                             \ & \  \nodata          \ & \ 0.03777     \ & \ 0.00006     \ & \ 9    \ & \ SNF          \ & \ SNF                   \ & \ B09          \ & \ Ia
\sn{}2008fr           \ & \ 17.95488     \ & \ 14.64068     \ & \ 8                                                \ & \  \nodata          \ & \ 0.039       \ & \ 0.002       \ & \ 8    \ & \ CBET 1513    \ & \ ROTSE-III             \ & \ CBET 1513    \ & \ Ia
\sn{}2008fv           \ & \ 154.23873    \ & \ 73.40986     \ & \ NGC 3147                          \ & \ SA(rs)bc          \ & \ 0.009346    \ & \ 0.000003    \ & \ 1    \ & \ CBET 1520    \ & \ Itagaki               \ & \ CBET 1522    \ & \ Ia
\sn{}2008fx           \ & \ 32.89166     \ & \ 23.87998     \ & \ 9                                                  \ & \  \nodata          \ & \ 0.059       \ & \ 0.003       \ & \ 3    \ & \ CBET 1523    \ & \ CSS                   \ & \ CBET 1525    \ & \ Ia
\sn{}2008gb           \ & \ 44.48821     \ & \ 46.86566     \ & \ UGC 2427                          \ & \ Sbc               \ & \ 0.037626    \ & \ 0.000041    \ & \ 3    \ & \ CBET 1527    \ & \ POSS                  \ & \ CBET 1530    \ & \ Ia
\sn{}2008gl           \ & \ 20.22829     \ & \ 4.80531      \ & \ UGC 881                           \ & \ E                 \ & \ 0.034017    \ & \ 0.000117    \ & \ 1    \ & \ CBET 1545    \ & \ CHASE                 \ & \ CBET 1547    \ & \ Ia
\sn{}2008hm           \ & \ 51.79540     \ & \ 46.94421     \ & \ 2MFGC 02845                       \ & \ Spiral            \ & \ 0.019664    \ & \ 0.000077    \ & \ 1    \ & \ CBET 1586    \ & \ LOSS                  \ & \ CBET 1594    \ & \ Ia
\sn{}2008hs           \ & \ 36.37335     \ & \ 41.84311     \ & \ NGC 910                           \ & \ E+                \ & \ 0.017349    \ & \ 0.000073    \ & \ 2    \ & \ CBET 1598    \ & \ LOSS                  \ & \ CBET 1599    \ & \ Ia
\sn{}2008hv           \ & \ 136.89178    \ & \ 3.39240      \ & \ NGC 2765                          \ & \ S0                \ & \ 0.012549    \ & \ 0.000067    \ & \ 1    \ & \ CBET 1601    \ & \ CHASE                 \ & \ CBET 1603    \ & \ Ia
\sn{}2008hy           \ & \ 56.28442     \ & \ 76.66533     \ & \ IC 334                            \ & \ S?                \ & \ 0.008459    \ & \ 0.000023    \ & \ 1    \ & \ CBET 1608    \ & \ POSS                  \ & \ CBET 1610    \ & \ Ia
\sn{}2009D            \ & \ 58.59495     \ & \ -19.18194    \ & \ MCG -03-10-52                     \ & \ Sb                \ & \ 0.025007    \ & \ 0.000033    \ & \ 1    \ & \ CBET 1647    \ & \ LOSS                  \ & \ CBET 1647    \ & \ Ia
\sn{}2009Y            \ & \ 220.59865    \ & \ -17.24675    \ & \ NGC 5728                          \ & \ (R$ 1$)SAB(r)a    \ & \ 0.009316    \ & \ 0.000026    \ & \ 2    \ & \ CBET 1684    \ & \ PASS, LOSS            \ & \ CBET 1688    \ & \ Ia
\sn{}2009ad           \ & \ 75.88914     \ & \ 6.66000      \ & \ UGC 3236                          \ & \ Sbc               \ & \ 0.0284      \ & \ 0.000005    \ & \ 1    \ & \ CBET 1694    \ & \ POSS                  \ & \ CBET 1695    \ & \ Ia
\sn{}2009al           \ & \ 162.84201    \ & \ 8.57833      \ & \ NGC 3425                          \ & \ S0                \ & \ 0.022105    \ & \ 0.00008     \ & \ 1    \ & \ CBET 1705    \ & \ CSS                   \ & \ CBET 1708    \ & \ Ia
\sn{}2009an           \ & \ 185.69715    \ & \ 65.85145     \ & \ NGC 4332                          \ & \ SB(s)a            \ & \ 0.009228    \ & \ 0.000004    \ & \ 2    \ & \ CBET 1707    \ & \ Cortini+, Paivinen    \ & \ CBET 1709    \ & \ Ia
\sn{}2009bv           \ & \ 196.83538    \ & \ 35.78433     \ & \ MCG +06-29-39                     \ & \  \nodata          \ & \ 0.036675    \ & \ 0.000063    \ & \ 1    \ & \ CBET 1741    \ & \ PIKA                  \ & \ CBET 1742    \ & \ Ia
\sn{}2009dc           \ & \ 237.80042    \ & \ 25.70790     \ & \ UGC 10064                         \ & \ S0                \ & \ 0.021391    \ & \ 0.00007     \ & \ 1    \ & \ CBET 1762    \ & \ POSS                  \ & \ CBET 1768    \ & \ Iap
\sn{}2009do           \ & \ 188.74310    \ & \ 50.85108     \ & \ NGC 4537                          \ & \ S                 \ & \ 0.039734    \ & \ 0.00008     \ & \ 1    \ & \ CBET 1778    \ & \ LOSS, POSS            \ & \ CBET 1778    \ & \ Ia
\sn{}2009ds           \ & \ 177.26706    \ & \ -9.72892     \ & \ NGC 3905                          \ & \ SB(rs)c           \ & \ 0.019227    \ & \ 0.000021    \ & \ 2    \ & \ CBET 1784    \ & \ Itagaki               \ & \ CBET 1788    \ & \ Ia
\sn{}2009fw           \ & \ 308.07711    \ & \ -19.73336    \ & \ ESO 597-6                         \ & \ SA(rs)0-?         \ & \ 0.028226    \ & \ 0.00011     \ & \ 1    \ & \ CBET 1836    \ & \ CHASE                 \ & \ CBET 1849    \ & \ Ia
\sn{}2009fv           \ & \ 247.43430    \ & \ 40.81153     \ & \ NGC 6173                          \ & \ E                 \ & \ 0.0293      \ & \ 0.00005     \ & \ 1    \ & \ CBET 1834    \ & \ POSS                  \ & \ CBET 1846    \ & \ Ia
\sn{}2009ig           \ & \ 39.54843     \ & \ -1.31257     \ & \ NGC 1015                          \ & \ SB(r)a            \ & \ 0.00877     \ & \ 0.000021    \ & \ 1    \ & \ CBET 1918    \ & \ LOSS                  \ & \ CBET 1918    \ & \ Ia
\sn{}2009im           \ & \ 53.34204     \ & \ -4.99903     \ & \ NGC 1355                          \ & \ S0 sp             \ & \ 0.0131      \ & \ 0.0001      \ & \ 1    \ & \ CBET 1925    \ & \ Itagaki               \ & \ CBET 1934    \ & \ Ia
\sn{}2009jr           \ & \ 306.60846    \ & \ 2.90889      \ & \ IC 1320                           \ & \ SB(s)b?           \ & \ 0.016548    \ & \ 0.00006     \ & \ 1    \ & \ CBET 1964    \ & \ Arbour                \ & \ CBET 1968    \ & \ Ia
\sn{}2009kk           \ & \ 57.43441     \ & \ -3.26447     \ & \ 2MFGC 03182                       \ & \  \nodata          \ & \ 0.012859    \ & \ 0.00015     \ & \ 1    \ & \ CBET 1991    \ & \ CSS                   \ & \ CBET 1991    \ & \ Ia
\sn{}2009kq           \ & \ 129.06316    \ & \ 28.06711     \ & \ MCG +05-21-1                      \ & \ Spiral            \ & \ 0.011698    \ & \ 0.00002     \ & \ 1    \ & \ CBET 2005    \ & \ POSS                  \ & \ ATEL 2291    \ & \ Ia
\sn{}2009le           \ & \ 32.32152     \ & \ -23.41242    \ & \ ESO 478-6                         \ & \ Sbc               \ & \ 0.017792    \ & \ 0.000009    \ & \ 2    \ & \ CBET 2022    \ & \ CHASE                 \ & \ CBET 2025    \ & \ Ia
\sn{}2009lf           \ & \ 30.41513     \ & \ 15.33290     \ & \ 10                                              \ & \  \nodata          \ & \ 0.045       \ & \ 0.002       \ & \ 3    \ & \ CBET 2023    \ & \ CSS                   \ & \ CBET 2025    \ & \ Ia
\sn{}2009na           \ & \ 161.75577    \ & \ 26.54364     \ & \ UGC 5884                          \ & \ SA(s)b            \ & \ 0.020979    \ & \ 0.000006    \ & \ 2    \ & \ CBET 2098    \ & \ POSS                  \ & \ CBET 2103    \ & \ Ia
\sn{}2010Y            \ & \ 162.76658    \ & \ 65.77966     \ & \ NGC 3392                          \ & \ E?                \ & \ 0.01086     \ & \ 0.000103    \ & \ 1    \ & \ CBET 2168    \ & \ Cortini               \ & \ CBET 2168    \ & \ Ia
PS1-10w            \ & \ 160.67450    \ & \ 58.84392     \ & \ Anonymous                         \ & \  \nodata          \ & \ 0.031255    \ & \ 0.0001      \ & \ 4    \ & \ R14    \ & \ PanSTARRS1             \ & \ R14    \ & \ Ia
PTF10bjs         \ & \ 195.29655    \ & \ 53.81604     \ & \ MCG +09-21-83                     \ & \  \nodata          \ & \ 0.030027    \ & \ 0.000073    \ & \ 1    \ & \ ATEL 2453    \ & \ PTF                   \ & \ ATEL 2453    \ & \ Ia
\sn{}2010ag           \ & \ 255.97330    \ & \ 31.50152     \ & \ UGC 10679                         \ & \ Sb(f)             \ & \ 0.033791    \ & \ 0.000175    \ & \ 2    \ & \ CBET 2195    \ & \ POSS                  \ & \ CBET 2196    \ & \ Ia
\sn{}2010ai           \ & \ 194.84999    \ & \ 27.99646     \ & \ 11                                            \ & \ E                 \ & \ 0.018369    \ & \ 0.000123    \ & \ 1    \ & \ CBET 2200    \ & \ ROTSE-III, Itagaki    \ & \ CBET 2200    \ & \ Ia
\sn{}2010cr           \ & \ 202.35442    \ & \ 11.79637     \ & \ NGC 5177                          \ & \ S0                \ & \ 0.02157     \ & \ 0.000097    \ & \ 1    \ & \ CBET 2281    \ & \ Itagaki, PTF          \ & \ ATEL 2580    \ & \ Ia
\sn{}2010dl           \ & \ 323.75440    \ & \ -0.51345     \ & \ IC 1391                           \ & \  \nodata          \ & \ 0.030034    \ & \ 0.00015     \ & \ 1    \ & \ CBET 2296    \ & \ CSS                   \ & \ CBET 2298    \ & \ Ia
PTF10icb         \ & \ 193.70484    \ & \ 58.88198     \ & \ MCG +10-19-1                      \ & \  \nodata          \ & \ 0.008544    \ & \ 0.000008    \ & \ 2    \ & \ ATEL 2657    \ & \ PTF                   \ & \ ATEL 2657    \ & \ Ia
\sn{}2010dw           \ & \ 230.66775    \ & \ -5.92125     \ & \ 12                                        \ & \  \nodata          \ & \ 0.03812     \ & \ 0.00015     \ & \ 1    \ & \ CBET 2310    \ & \ PIKA                  \ & \ CBET 2311    \ & \ Ia
\sn{}2010ew           \ & \ 279.29933    \ & \ 30.63026     \ & \ CGCG 173-018                      \ & \ S                 \ & \ 0.025501    \ & \ 0.000127    \ & \ 1    \ & \ CBET 2345    \ & \ POSS                  \ & \ CBET 2356    \ & \ Ia
\sn{}2010ex           \ & \ 345.04505    \ & \ 26.09894     \ & \ CGCG 475-019                      \ & \ Compact           \ & \ 0.022812    \ & \ 0.000005    \ & \ 1    \ & \ CBET 2348    \ & \ Ciabattari+           \ & \ CBET 2353    \ & \ Ia
\sn{}2010gn           \ & \ 259.45832    \ & \ 40.88128     \ & \ 13                                           \ & \ Disk Gal          \ & \ 0.0365      \ & \ 0.0058      \ & \ 1    \ & \ ATEL 2718    \ & \ PTF                   \ & \ CBET 2386    \ & \ Ia
\sn{}2010iw           \ & \ 131.31205    \ & \ 27.82325     \ & \ UGC 4570                          \ & \ SABdm             \ & \ 0.021498    \ & \ 0.000017    \ & \ 1    \ & \ CBET 2505    \ & \ CSS                   \ & \ CBET 2511    \ & \ Ia?
\sn{}2010ju           \ & \ 85.48321     \ & \ 18.49746     \ & \ UGC 3341                          \ & \ SBab              \ & \ 0.015244    \ & \ 0.000013    \ & \ 1    \ & \ CBET 2549    \ & \ LOSS                  \ & \ CBET 2550    \ & \ Ia
\sn{}2010jv           \ & \ 111.86051    \ & \ 33.81143     \ & \ NGC 2379                          \ & \ SA0               \ & \ 0.013469    \ & \ 0.000083    \ & \ 1    \ & \ CBET 2549    \ & \ LOSS                  \ & \ CBET 2550    \ & \ Ia
\sn{}2010kg           \ & \ 70.03505     \ & \ 7.34995      \ & \ NGC 1633                          \ & \ SAB(s)ab          \ & \ 0.016632    \ & \ 0.000007    \ & \ 2    \ & \ CBET 2561    \ & \ LOSS                  \ & \ CBET 2561    \ & \ Ia
\sn{}2011B            \ & \ 133.95016    \ & \ 78.21693     \ & \ NGC 2655                          \ & \ SAB(s)0/a         \ & \ 0.00467     \ & \ 0.000003    \ & \ 1    \ & \ CBET 2625    \ & \ Itagaki               \ & \ CBET 262     \ & \ Ia
\sn{}2011K            \ & \ 71.37662     \ & \ -7.34808     \ & \ 14                                            \ & \  \nodata          \ & \ 0.0145      \ & \ 0.001       \ & \ 3    \ & \ CBET 2636    \ & \ CSS                   \ & \ CBET 2636    \ & \ Ia
\sn{}2011aa           \ & \ 114.17727    \ & \ 74.44319     \ & \ UGC 3906                          \ & \ S                 \ & \ 0.012512    \ & \ 0.000033    \ & \ 2    \ & \ CBET 2653    \ & \ POSS                  \ & \ CBET 2653    \ & \ Iap?
\sn{}2011ae           \ & \ 178.70514    \ & \ -16.86280    \ & \ MCG -03-30-19                     \ & \  \nodata          \ & \ 0.006046    \ & \ 0.000019    \ & \ 1    \ & \ CBET 2658    \ & \ CSS                   \ & \ CBET 2658    \ & \ Ia
\sn{}2011ao           \ & \ 178.46267    \ & \ 33.36277     \ & \ IC 2973                           \ & \ SB(s)d            \ & \ 0.010694    \ & \ 0.000002    \ & \ 2    \ & \ CBET 2669    \ & \ POSS                  \ & \ CBET 2669    \ & \ Ia
\sn{}2011at           \ & \ 142.23977    \ & \ -14.80573    \ & \ MCG -02-24-27                     \ & \ SB(s)d            \ & \ 0.006758    \ & \ 0.00002     \ & \ 1    \ & \ CBET 2676    \ & \ POSS                  \ & \ CBET 2676    \ & \ Ia
\sn{}2011by           \ & \ 178.93951    \ & \ 55.32592     \ & \ NGC 3972                          \ & \ SA(s)bc           \ & \ 0.002843    \ & \ 0.000005    \ & \ 1    \ & \ CBET 2708    \ & \ Jin+                  \ & \ CBET 2708    \ & \ Ia
\sn{}2011de           \ & \ 235.97179    \ & \ 67.76196     \ & \ UGC 10018                         \ & \ (R')SB(s)bc       \ & \ 0.029187    \ & \ 0.000017    \ & \ 2    \ & \ CBET 2728    \ & \ POSS                  \ & \ CBET 2728    \ & \ Iap?
\sn{}2011df           \ & \ 291.89008    \ & \ 54.38632     \ & \ NGC 6801                          \ & \ SAcd              \ & \ 0.014547    \ & \ 0.000019    \ & \ 2    \ & \ CBET 2729    \ & \ POSS                  \ & \ CBET 2729    \ & \ Ia
